web-scraper-order,typ,href,wein_name_raw,jahrgang_raw,genussreife_raw,land_raw,region_raw,produzent_raw,rebsorte_raw,alkohol_raw,inhalt_raw,preis_chf_raw
1671143716-6296,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/shiraz-angels-share-mclaren-vale-two-hands/p/1003257012,Shiraz Angels' Share McLaren Vale Two Hands,2017,2022-2023,Australien,null,Two Hands,Syrah,14.50%,75cl,27.5
1671143720-6297,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/shirazcabernet-sauvignon-koonunga-hill-penfolds/p/1000157017,Shiraz/Cabernet Sauvignon Koonunga Hill Penfolds,2019,2022-2026,Australien,null,Penfolds,Cabernet Sauvignon,13.50%,37.5cl,9.5
1671143724-6298,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/shirazcabernet-sauvignon-australia-koonunga-hill-penfolds/p/1000811017,Shiraz/Cabernet Sauvignon Australia Koonunga Hill Penfolds,2020,2023-2024,Australien,null,Penfolds,Cabernet Sauvignon,14.50%,75cl,15.95
1671143727-6299,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/shirazcabernet-sauvignon-australia-koonunga-hill-penfolds/p/1000811016,Shiraz/Cabernet Sauvignon Australia Koonunga Hill Penfolds,2019,2022-2023,Australien,null,Penfolds,Cabernet Sauvignon,14.50%,75cl,15.95
1671143731-6300,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/shirazcabernet-sauvignon-australia-bin-389-penfolds/p/1018115002,Shiraz/Cabernet Sauvignon Australia Bin 389 Penfolds,2019,2021-2029,Australien,null,Penfolds,null,14.50%,75cl,69.95
1671143735-6301,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sforzato-di-valtellina-docg-san-domenico-triacca/p/1000911016,Sforzato di Valtellina DOCG San Domenico Triacca,2017,2020-2022,Italien,Lombardei/Veltlin,Fratelli Triacca,Nebbiolo,14.00%,75cl,29
1671143739-6302,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sforzato-di-valtellina-docg-san-domenico-triacca/p/1000911015,Sforzato di Valtellina DOCG San Domenico Triacca,2016,2022-2025,Italien,Lombardei/Veltlin,Fratelli Triacca,Nebbiolo,14.00%,75cl,29
1671143743-6303,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sforzato-di-valtellina-docg-casa-vinicola-pietro-nera/p/1018614001,Sforzato di Valtellina DOCG Casa Vinicola Pietro Nera,2017,2022-2030,Italien,Lombardei/Veltlin,Casa Vinicola Pietro Nera,Nebbiolo,15.00%,75cl,44.5
1671143747-6304,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sea-valle-de-acongagua-via-sea/p/7096998001,Seña Valle de Acongagua Viña Seña,2020,2024-2034,Chile,null,Viña Seña,Petit Verdot,13.50%,75cl,129
1671143751-6305,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/secco-vintage-verona-igt/p/1018589001,Secco Vintage Verona IGT,2019,2022-2028,Italien,Venetien,G.B. Bertani,Cabernet Sauvignon,13.00%,75cl,21.95
1671143754-6306,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/schaffhausen-aoc-pinot-noir-spaetlese-goldsiegel/p/1017509001,Schaffhausen AOC Pinot Noir Spätlese Goldsiegel,2020,2022-2025,Schweiz,Ostschweiz,null,Pinot Noir,14.00%,75cl,18.95
1671143758-6307,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/schaffhausen-aoc-hallauer-pinot-noir-sommerglut/p/1017504001,Schaffhausen AOC Hallauer Pinot Noir Sommerglut,2018,2022-2025,Schweiz,Ostschweiz,null,Pinot Noir,14.00%,75cl,14.5
1671143763-6308,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/schaffhausen-aoc-hallauer-pinot-noir-graf-von-spiegelberg/p/1017401001,Schaffhausen AOC Hallauer Pinot Noir Graf von Spiegelberg,2020,2022-2025,Schweiz,Ostschweiz,null,Pinot Noir,14.00%,75cl,12.95
1671143768-6309,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/savigny-les-beaune-albert-bichot-aoc/p/1000791017,Savigny-les-Beaune Albert Bichot AOC,2019,2023-2024,Frankreich,null,Maison Albert Bichot,Pinot Noir,13.50%,75cl,17.45
1671143772-6310,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/santenay-aoc-domaine-francoise-denis-clair/p/1000784018,Santenay AOC Domaine Françoise & Denis Clair,2020,2020-2021,Frankreich,null,François & Denis Clair,Pinot Noir,13.00%,75cl,21.5
1671143776-6311,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/santa-caterina-nobile-di-montepulciano-docg/p/1018548001,Santa Caterina Nobile di Montepulciano DOCG,2019,2022-2029,Italien,Toskana,Tenuta Tre Rose,Sangiovese,14.50%,75cl,18.5
1671143781-6312,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/santa-ana-malbec-mendoza-reserve/p/1001702016,Santa Ana Malbec Mendoza Reserve,2019,2022-2023,Argentinien,null,Bodegas Santa Ana,Malbec,13.50%,75cl,9.95
1671143784-6313,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/santa-ana-malbec-mendoza-reserve/p/1001702018,Santa Ana Malbec Mendoza Reserve,2021,2023-2025,Argentinien,null,Bodegas Santa Ana,Malbec,13.50%,75cl,9.95
1671143789-6314,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sangiovese-di-romagna-doc-appassimento-galante/p/1016055003,Sangiovese di Romagna DOC Appassimento Galante,2020,2023-2025,Italien,Emilia-Romagna,null,Sangiovese,13.50%,75cl,9.95
1671143794-6315,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sancerre-rouge-pinot-noir-le-comte-de-charme-laporte/p/1017783001,Sancerre Rouge Pinot Noir Le Comte de Charme Laporte,2020,2022-2025,Frankreich,Loire,DOMAINE LAPORTE,Pinot Noir,13.50%,75cl,22.5
1671143798-6316,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salvagnin-morges-valroux-aoc/p/3171163,Salvagnin Morges Valroux AOC,null,2022-2025,Schweiz,Waadt,null,Gamay,12.10%,50cl,4.5
1671143802-6317,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salta-malbec-altura-mxima-colome/p/1017849001,Salta Malbec Altura Máxima Colomé,2017,2020-2028,Argentinien,Malbec,Robert Parker: 94,null,15.50%,75cl,129
1671143806-6318,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salta-gran-corte-amalaya/p/1017393001,Salta Gran Corte Amalaya,2019,2021-2025,Argentinien,null,null,Cabernet Franc,14.50%,75cl,19.95
1671143810-6319,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salquenen-aoc-pinot-noir-grand-cru/p/1003724015,Salquenen AOC Pinot Noir Grand Cru,2020,2023-2025,Schweiz,Wallis,Oskar Mathier-Oggier,Pinot Noir,13.50%,75cl,21
1671143815-6320,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salice-salento-riserva-donna-lisa-leone-de-castris/p/1016901001,Salice Salento Riserva Donna Lisa Leone de Castris,2015,2022-2025,Italien,Apulien,Leone de Castris,Negroamaro,14.00%,75cl,29.9
1671143819-6322,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salice-salentino-dop-luccarelli/p/1017413001,Salice Salentino DOP Luccarelli,2021,2023-2025,Italien,Apulien,null,"Malvasia Nera di Brindisi, 
                                Negroamaro",14.00%,75cl,12.5
1671143824-6324,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salice-salentino-doc-vecchia-torre/p/1000776016,Salice Salentino DOC Vecchia Torre,2018,2023-2024,Italien,Apulien,Cantina Vecchia Torre,Malvasia,13.50%,75cl,8.5
1671143829-6327,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salice-salentino-doc-riserva-vecchia-torre/p/1009151010,Salice Salentino DOC Riserva Vecchia Torre,2015,2021-2026,Italien,Apulien,Cantina Vecchia Torre,Malvasia,13.50%,75cl,12.5
1671143833-6330,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salice-salentino-doc-giordano/p/1000775017,Salice Salentino DOC Giordano,2020,2023-2026,Italien,Apulien,Giordano,Negroamaro,14.00%,75cl,11.95
1671143837-6333,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salento-igt-primitivo-eremo-delle-fate-rosso-vinosia/p/1018631001,Salento IGT Primitivo Eremo delle Fate Rosso Vinosia,2021,2022-2023,Italien,Apulien,Vinosia,Primitivo,13.50%,75cl,11.5
1671143841-6336,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salento-igt-primitivo-cosmo/p/1013314007,Salento IGT Primitivo Cosmo,2020,2023-2026,Italien,Apulien,-,Primitivo,14.50%,75cl,9.5
1671143846-6339,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salento-igt-primitivo-cosmo/p/1013314006,Salento IGT Primitivo Cosmo,2019,2022-2025,Italien,Apulien,-,Primitivo,14.50%,75cl,9.5
1671143849-6342,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/salento-igp-a-passo-lento-rosso/p/7016111,Salento IGP A Passo Lento Rosso,null,,Italien,Apulien,null,Syrah,14.00%,450cl,89
1671143854-6344,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/saint-saphorin-bourg-de-plait-lavaux-aoc/p/1000830016,Saint-Saphorin Bourg de Plaît Lavaux AOC,2019,2023-2026,Schweiz,Waadt,Domaine Bovy,Pinot Noir,13.30%,70cl,15.95
1671143857-6347,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/saint-saphorin-bourg-de-plait-lavaux-aoc/p/1000830017,Saint-Saphorin Bourg de Plaît Lavaux AOC,2020,2024-2027,Schweiz,Waadt,Domaine Bovy,Pinot Noir,13.30%,70cl,15.95
1671143862-6350,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/saint-julien-aoc-chateau-saint-pierre-4eme-cru-classe/p/3703182007,Saint-Julien AOC Château Saint-Pierre 4ème Cru Classé,2016,2025-2045,Frankreich,null,Château Saint Pierre,Cabernet Franc,14.00%,75cl,72.5
1671143866-6352,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/saint-julien-aoc-chateau-saint-pierre-4eme-cru-classe/p/3703182008,Saint-Julien AOC Château Saint-Pierre 4ème Cru Classé,2017,2026-2046,Frankreich,null,Château Saint Pierre,Cabernet Franc,14.00%,75cl,57.5
1671143870-6355,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/saint-julien-aoc-4eme-cru-classe-chateau-branaire-ducru/p/3953329006,Saint-Julien AOC 4ème Cru Classé Château Branaire-Ducru,2016,2022-2029,Frankreich,null,Château Branaire-Ducru,Cabernet Sauvignon,14.00%,75cl,75.5
1671143874-6358,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/saint-julien-aoc-4eme-cru-classe-chateau-branaire-ducru/p/3953329007,Saint-Julien AOC 4ème Cru Classé Château Branaire-Ducru,2017,2022-2030,Frankreich,null,Château Branaire-Ducru,Cabernet Sauvignon,14.00%,75cl,69.95
1671143879-6360,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/saint-julien-ac-chateau-langoa-barton-3eme-cru-classe/p/4343228009,Saint-Julien AC Château Langoa-Barton 3ème Cru Classé 6x  75cl,2021,2026-2033,Frankreich,null,Château Langoa-Barton,Cabernet Franc,13.00%,6x 75cl,240
1671144102-6441,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/the-prisoner-napa-valley/p/1015415004,The Prisoner Napa Valley,2019,2020-2028,USA,null,null,"Cabernet Sauvignon, 
                                Grenache, Petite Syrah, 
                                Zinfandel",15.50%,75cl,72
1671144104-6442,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/the-peak-of-glory-scheiblhofer/p/1017874001,The Peak of Glory Scheiblhofer,2020,2022-2031,Österreich,Burgenland,Erich Scheiblhofer,Cabernet Sauvignon,14.00%,75cl,28.5
1671144106-6443,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/the-chocolate-block-swartland-wo-boekenhoutskloof/p/1014369005,The Chocolate Block Swartland WO Boekenhoutskloof,2020,Südafrika,null,null,null,"Cabernet Sauvignon, 
                                Grenache, Cinsault, 
                                Viognier, 
                                Syrah",14.50%,75cl,35.95
1671144108-6444,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/the-chocolate-block-swartland-wo-boekenhoutskloof/p/1014369004,The Chocolate Block Swartland WO Boekenhoutskloof,2019,2022-2025,Südafrika,null,Boekenhoutskloof,Cabernet Sauvignon,15.00%,75cl,35.95
1671144110-6445,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/the-armagh-shiraz-jim-barry-clare-valley/p/7099333001,The Armagh Shiraz Jim Barry Clare Valley,2018,2024-2034,Australien,null,null,Syrah,14.00%,75cl,225
1671144112-6446,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-tripudium-pellegrino/p/1012685007,Terre Siciliane Tripudium Pellegrino,2018,2021-2022,Italien,Sizilien,Cantine Pellegrino,Cabernet Sauvignon,14.00%,75cl,11.35
1671144115-6447,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-rosso-igt-special-selection/p/1018587001,Terre Siciliane Rosso IGT Special Selection,2020,2022-2025,Italien,Sizilien,null,Barbanera,14.00%,75cl,15.5
1671144117-6448,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-rosso-finimondo/p/1014930001,Terre Siciliane IGT Rosso Finimondo,2017,2022-2025,Italien,Sizilien,null,"Syrah, 
                                Nero d'Avola",14.00%,75cl,11.95
1671144119-6449,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-petit-verdot-timperosse-mandrarossa/p/1018666001,Terre Siciliane IGT Petit Verdot Timperosse Mandrarossa,2021,2022-2023,Italien,Sizilien,Mandrarossa,Petit Verdot,13.50%,75cl,18.5
1671144121-6450,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-passimiento/p/1011990009,Terre Siciliane IGT Passimiento,2021,2023-2026,Italien,Sizilien,-,Nero d'Avola,13.00%,75cl,13.5
1671144123-6451,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-passimiento/p/1011990008,Terre Siciliane IGT Passimiento,2020,2022-2023,Italien,Sizilien,-,Nero d'Avola,13.00%,75cl,13.5
1671144125-6452,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-nero-d-avola-bromeus/p/1002180017,Terre Siciliane IGT Nero d'Avola Bromeus,2020,2023-2025,Italien,Sizilien,Coop,Nero d'Avola,14.50%,75cl,13.95
1671144127-6453,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-malbec-carlo-pellegrino/p/1017079001,Terre Siciliane IGT Malbec Carlo Pellegrino,2020,2022-2026,Italien,Sizilien,Carlo Pellegrino,Malbec,13.50%,75cl,14.5
1671144129-6454,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-frappato-irmana-corvo/p/1016783001,Terre Siciliane IGT Frappato Irmana Corvo,2020,2022-2026,Italien,Sizilien,Frappato,null,14.00%,75cl,11.5
1671144131-6455,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-due-lune/p/1014296006,Terre Siciliane IGT Due Lune,2020,2020-2021,Italien,Sizilien,null,"Nerello Mascalese, 
                                Nero d'Avola",14.00%,75cl,24.5
1671144133-6456,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-cavadiserpe-mandrarossa/p/1018646001,Terre Siciliane IGT Cavadiserpe Mandrarossa,2019,2022-2023,Italien,Sizilien,Mandrarossa,Merlot,13.50%,75cl,19.5
1671144135-6457,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-benuara-cusumano/p/1010598010,Terre Siciliane IGT Benuara Cusumano,2020,2021-2022,Italien,Sizilien,Cusumano,Syrah,14.50%,75cl,7.25
1671144137-6458,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-siciliane-igt-alimo-cusumano/p/1014642005,Terre Siciliane IGT Alimo Cusumano,2019,2023-2027,Italien,Sizilien,Cusumano,null,14.00%,75cl,10.75
1671144139-6459,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terrerazo-dop-mests-bodegas-mustiguillo/p/1014413002,Terrerazo DOP Mestís Bodegas Mustiguillo,2016,2022-2025,Spanien,null,Bobal,null,14.50%,75cl,16.95
1671144141-6460,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/terre-di-chieti-igt-appassimento-patroferno/p/1017816001,Terre di Chieti IGT Appassimento Patroferno,2021,2023-2025,Italien,Abruzzen,Montepulciano,null,14.00%,75cl,13.5
1671144143-6461,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/teroldego-rotaliano-doc-bottega-vinai-cavit/p/1018668001,Teroldego Rotaliano DOC Bottega Vinai Cavit,2017,2022-2024,Italien,Südtirol/Trentin/Friaul,Cavit,Teroldego,13.00%,75cl,12.5
1671144145-6462,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/tenuta-montalbano-merlot-ticino-doc/p/1000542018,Tenuta Montalbano Merlot Ticino DOC,2019,2022-2024,Schweiz,Tessin,Cantina Sociale Mendrisio,Merlot,12.50%,75cl,16.8
1671144147-6463,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/tempranillo-valdegines-artadi/p/1016909001,Tempranillo Valdeginés Artadi,2017,2022-2024,Spanien,Rioja,Bodegas y Viñedos Artadi,Tempranillo,14.50%,75cl,45
1671144149-6464,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/tempranillo-la-poza-de-ballesteros-artadi/p/1016900001,Tempranillo La Poza de Ballesteros Artadi,2017,2022-2026,Spanien,Rioja,Bodegas y Viñedos Artadi,Tempranillo,14.50%,75cl,110
1671144153-6466,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/tempranillo-el-carretil-artadi/p/1016911001,Tempranillo El Carretil Artadi,2017,2022-2032,Spanien,Rioja,Bodegas y Viñedos Artadi,Tempranillo,14.50%,75cl,175
1671144157-6469,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/ted-hill-cabernet-sauvignon/p/3412542,Ted Hill Cabernet Sauvignon,null,2020-2021,USA,null,null,Cabernet Sauvignon,0.00%,50cl,3.95
1671144159-6471,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/italien/tavernello-vino-da-tavola-rosso/p/3621311,Tavernello Vino da Tavola Rosso,null,null,Italien,übrige Regionen EU,null,null,11.00%,100cl,2.95
1671144163-6474,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/taurasi-docg-terredora-dipaolo/p/1002922012,Taurasi DOCG Terredora Dipaolo,2014,2022-2023,Italien,Kampanien,Terredora,Aglianico,13.70%,75cl,25.95
1671144167-6476,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/taurasi-docg-aglianico-marziacanale-vinosia/p/1018627001,Taurasi DOCG Aglianico Marziacanale Vinosia,2015,2022-2026,Italien,Kampanien,Vinosia,Aglianico,14.00%,75cl,29.5
1671144169-6478,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/spanien-portugal/taperia-la-mancha-cabernet-sauvignon-do/p/3738777,Taperia La Mancha Cabernet Sauvignon DO,null,null,Spanien,Kastilien-La Mancha,null,Cabernet Sauvignon,13.00%,100cl,4.95
1671144173-6482,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/syrah-pays-d-oc-bag-in-box/p/6549715,Syrah Pays d'Oc Bag in Box,null,2022-2025,Frankreich,Languedoc-Roussillon,null,Syrah,13.50%,300cl,10.95
1671144177-6485,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/syrah-lazio-igp-fattoria-tellus-falesco/p/1018196001,Syrah Lazio IGP Fattoria Tellus Falesco,2019,2019-2024,Italien,Latium,Falesco,Syrah,13.50%,75cl,15
1671144182-6488,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/suisse-vdp-pinotage-edition-peter-keller-cave-du-rhodan/p/1015525001,Suisse VdP Pinotage Edition Peter Keller Cave du Rhodan,2018,2022-2028,Schweiz,Wallis,Cave du Rhodan,Pinotage,13.00%,75cl,29.95
1671144189-6492,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/suisse-vdp-la-porte-de-novembre-maison-gilliard/p/6446885,Suisse VDP la Porte de Novembre Maison Gilliard,null,null,Schweiz,Wallis,Maison Gilliard,null,13.30%,75cl,19.95
1671144196-6497,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/suisse-vdp-bodensee-cuvee-rot/p/1009594008,Suisse VdP Bodensee Cuvée Rot,2016,2019-2023,Schweiz,Ostschweiz,Rutishauser Weinkellerei,Cabernet Sauvignon,14.00%,75cl,24.5
1671144202-6501,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/suisse-vdp-bodensee-cuvee-rot/p/1009594011,Suisse VdP Bodensee Cuvée Rot,2019,2022-2025,Schweiz,Ostschweiz,Rutishauser Weinkellerei,Cabernet Sauvignon,14.00%,75cl,24.5
1671144207-6504,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/suisse-vdp-august-cuvee-rot/p/6644530,Suisse VdP August Cuvée Rot,null,2020-2022,Schweiz,Ostschweiz,null,"diverse Sorten, 
                                Pinot Noir, Garanoir",14.00%,75cl,11.95
1671144212-6507,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/suedtirol-doc-merus-tiefenbrunner-schlosskellerei-turmhof/p/1017983001,Südtirol DOC Merus Tiefenbrunner Schlosskellerei Turmhof,2020,2022-2030,Italien,Südtirol/Trentin/Friaul,Tiefenbrunner Schlosskellerei,Cabernet Sauvignon,14.00%,75cl,22.9
1671144217-6511,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/stone-eagle-cabernet-sauvignon/p/1002182015,Stone Eagle Cabernet Sauvignon,2019,2022-2023,USA,null,null,Cabernet Sauvignon,12.50%,75cl,4.95
1671144222-6514,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/stonecastle-vranac-kosovo/p/1015283001,Stonecastle Vranac Kosovo,2017,2022-2025,null,null,null,null,14.00%,75cl,8.95
1671144226-6517,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/stonecastle-vranac-kosovo/p/1015283002,Stonecastle Vranac Kosovo,2018,2023-2026,null,null,null,null,14.00%,75cl,8.95
1671144231-6520,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/st-estephe-aoc-chateau-tour-de-pez/p/3572932006,St-Estèphe AOC Château Tour de Pez,2014,2022-2029,Frankreich,null,Château Tour de Pez,Cabernet Franc,14.00%,75cl,24.95
1671144235-6523,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/st-estephe-aoc-chateau-tour-de-pez/p/3572932007,St-Estèphe AOC Château Tour de Pez,2016,2022-2030,Frankreich,null,Château Tour de Pez,Cabernet Franc,14.00%,75cl,23.95
1671144240-6526,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/st-estephe-aoc-chateau-lilian-ladouys/p/4030018007,St-Estèphe AOC Château Lilian Ladouys,2017,2022-2030,Frankreich,null,Château Lilian Ladouys,Cabernet Sauvignon,14.00%,75cl,24.95
1671144246-6529,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/steinert-flaxman-s-eden-valley-shiraz-powell-son/p/1015203001,Steinert Flaxman’s Eden Valley Shiraz Powell & Son,2016,2022-2031,Australien,null,Robert Parker: 98,Syrah,13.50%,75cl,499
1671144251-6533,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/steinboeckler-pinot-noir-malans-aoc/p/1008564008,Steinböckler Pinot Noir Malans AOC,2020,2022-2023,Schweiz,Ostschweiz,null,Pinot Noir,13.00%,75cl,18.5
1671144256-6536,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/stammheimer-blauburgunder-aoc/p/1000839018,Stammheimer Blauburgunder AOC,2021,2023-2024,Schweiz,Ostschweiz,null,Pinot Noir,13.00%,75cl,9.95
1671144260-6539,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/st-gallen-aoc-pinot-noir-balgach-schlossberg/p/1017400001,St. Gallen AOC Pinot Noir Balgach Schlossberg,2017,2022-2025,Schweiz,Ostschweiz,Nüesch Weine,Pinot Noir,13.00%,75cl,21.95
1671144265-6542,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/spaetburgunder-tradition-weingut-kuenstler/p/1017915001,Spätburgunder Tradition Weingut Künstler,2016,2022-2028,Deutschland,Rheingau,Weingut Künstler,Pinot Noir,13.50%,75cl,23.7
1671144270-6545,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/spaetburgunder-hochheim-stein-erste-lage-weingut-kuenstler/p/1017908001,Spätburgunder Hochheim Stein erste Lage Weingut Künstler,2014,2022-2028,Deutschland,Rheingau,Weingut Künstler,Pinot Noir,14.00%,75cl,38.3
1671144274-6548,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/soler-rosso-veneto-igt/p/1018560001,Soler Rosso Veneto IGT,2019,2022-2034,Italien,Venetien,De Stefani,Marzemino,14.00%,75cl,23.95
1671144279-6551,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/simposio-nobile-di-montepulciano-docg-riserva/p/1018545001,Simposio Nobile di Montepulciano DOCG riserva,2016,2022-2030,Italien,Toskana,Tenuta Tre Rose,Sangiovese,14.50%,75cl,39.5
1671144283-6553,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sicilia-igt-nero-d-avola-bromeus/p/1014619004,Sicilia IGT Nero d'Avola Bromeus,2019,2023-2024,Italien,Sizilien,null,Nero d'Avola,14.50%,37.5cl,7.95
1671144288-6554,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sicilia-igt-fatagione-cottanera/p/1013449001,Sicilia IGT Fatagione Cottanera,2012,2022-2025,Italien,Sizilien,null,null,13.50%,75cl,19.8
1671144293-6555,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sicilia-doc-syrah-mandrarossa/p/1018624001,Sicilia DOC Syrah Mandrarossa,2020,2022-2024,Italien,Sizilien,Mandrarossa,Mandrarossa,13.50%,75cl,11.5
1671144298-6556,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sicilia-doc-regaleali-nero-d-avola-tasca-d-almerita/p/1018201001,Sicilia DOC Regaleali Nero d'Avola Tasca d'Almerita,2020,2020-2025,Italien,Sizilien,null,Nero d'Avola,13.00%,75cl,12.75
1671144303-6557,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sicilia-doc-noto-rosso-zisola/p/1017449002,Sicilia DOC Noto Rosso Zisola,2020,2022-2025,Italien,Sizilien,Marchesi Mazzei,Nero d'Avola,14.00%,75cl,19.5
1671144308-6558,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sicilia-doc-nero-d-avola-passimora/p/1017483002,Sicilia DOC Nero d'Avola Passimora,2021,2023-2026,Italien,Sizilien,Cantine Pellegrino,Nero d'Avola,14.00%,75cl,11.5
1671144313-6559,rot,https://www.coop.ch/de/weine/wein-sortiment/rotweine/sicilia-doc-nero-d-avola-passimora/p/1017483001,Sicilia DOC Nero d'Avola Passimora,2020,2022-2025,Italien,Sizilien,Cantine Pellegrino,Nero d'Avola,14.00%,75cl,11.5
