typ,wein_name,land,region,produzent,rebsorte,alkohol,inhalt_cl,anzahl_fl,jahrgang,prime_start,prime_end,preis_chf,preis_cl
rot,Beaune du Château Domaine Bouchard Père et Fils AOC,Frankreich,,Bouchard Père et Fils,Pinot Noir,13.5,75.0,1,2019,2023,2026,26.2,0.35
rot,Beaujolais-Villages Nouveau G. Duboeuf AOC,Frankreich,Beaujolais,Georges Duboeuf,Gamay,12.0,75.0,1,2022,2023,2026,8.5,0.11
rot,Beaujolais-Villages Nouveau G. Duboeuf AOC,Frankreich,Beaujolais,Georges Duboeuf,Gamay,12.0,75.0,1,2021,2022,2025,8.5,0.11
rot,Beaujolais-Villages AOP La Ferronnière,Frankreich,Beaujolais,Gamay,,12.5,75.0,1,2020,2022,2025,5.95,0.08
rot,Beaujolais AOC Nouveau Cuvée Novalis,Frankreich,Beaujolais,Gamay,,13.0,75.0,1,2022,2023,2026,5.95,0.08
rot,Batroun MO Cuvée Altitudes red Ixsir,,,,"Caladoc,           Cabernet Sauvignon,       Tempranillo,   Syrah",14.0,75.0,1,2018,2022,2028,22.0,0.29
rot,Basel-Landschaft AOC Primus B Pinot Noir,Schweiz,Basel/Aargau,Buess Weinbau,Pinot Noir,13.0,70.0,1,2020,2022,2023,11.5,0.16
rot,Château Belgrave Haut-Médoc AC 5ème Cru Classé,Frankreich,,Château Belgrave,Cabernet Sauvignon,14.0,75.0,1,2019,2024,2032,39.95,0.53
rot,Château Beau-Séjour Bécot Saint-Emilion 1er Grand Cru Classé B AOC 6x  75cl,Frankreich,,Château Beauséjour Bécot,Cabernet Franc,13.5,75.0,6,2021,2028,2038,354.0,0.79
rot,Château Beau-Séjour Bécot Saint-Emilion 1er Grand Cru Classé B AOC,Frankreich,,Château Beauséjour Bécot,Cabernet Franc,14.5,75.0,1,2018,2026,2033,82.5,1.1
rot,Château Beauregard Pomerol AOC,Frankreich,,,"Cabernet Franc,                  Merlot",13.5,75.0,1,2016,2024,2037,84.95,1.13
rot,Chambolle-Musigny AOC Patrice Rion,Frankreich,,Domaine Michèle et Patrice Rion,Pinot Noir,13.0,75.0,1,2015,2022,2032,65.0,0.87
rot,Chambolle-Musigny AOC Patrice Rion,Frankreich,,Domaine Michèle et Patrice Rion,Pinot Noir,13.0,75.0,1,2014,2021,2031,65.0,0.87
rot,Chablais AOC Yvorne Rouge La Fierrausaz,Schweiz,Wallis,-,Pinot Noir,13.0,70.0,1,2021,2024,2025,14.5,0.21
rot,Chablais AOC Yvorne Rouge La Fierrausaz,Schweiz,Wallis,-,Pinot Noir,13.0,70.0,1,2020,2023,2024,14.5,0.21
rot,Chablais AOC Pinot Noir Murailles Rouge,Schweiz,Waadt,Badoux Vins,Pinot Noir,13.5,70.0,1,2020,2022,2026,22.5,0.32
rot,Chablais AOC Pinot Noir Murailles Rouge,Schweiz,Waadt,Badoux Vins,Pinot Noir,13.5,70.0,1,2021,2023,2027,22.5,0.32
rot,Chablais AOC Merlot Apicius Vieilles Vignes Hammel,Schweiz,Waadt,Hammel,Merlot,13.0,75.0,1,2014,2022,2025,38.0,0.51
rot,Chablais AOC Clos du Rocher Rouge Obrist,Schweiz,Waadt,Obrist,Cabernet Sauvignon,13.5,75.0,1,2016,2020,2021,29.95,0.4
rot,Catullo Valpolicella Ripasso Classico Superiore DOC,Italien,Venetien,G.B. Bertani,Corvina,14.0,75.0,1,2018,2022,2027,32.5,0.43
rot,Catalunya DO Sangre de Toro Torres,Spanien,Katalonien,Torres,Grenache,13.5,75.0,1,2021,2023,2026,9.95,0.13
rot,Castilla y Leon El Regajal Galia Clos Santuy,Spanien,Kastilien-León,Viñas de el Regajal,Tempranillo,14.0,75.0,1,2015,2022,2025,89.0,1.19
rot,Castel Monte Rosso Riserva DOCG Il Falcone Rivera,Italien,Apulien,"Montepulciano, Uva di Troia",,14.0,75.0,1,2016,2022,2026,21.5,0.29
rot,Castel del Monte Almagia Rosso Giancarlo Ceci,Italien,Apulien,"Montepulciano, Uva di Troia",,13.0,75.0,1,2019,2021,2024,11.5,0.15
rot,Carmenere Cordillera Miguel Torres,Chile,,Carmenère,,14.0,75.0,1,2018,2022,2028,22.9,0.31
rot,Carignano DOC Riserva Rocca Rubia Cantina di Santadi,Italien,Sardinien,Cantina Santadi,Carignan,14.0,75.0,1,2019,2020,2023,16.45,0.22
rot,Caposardo Cannonau di Sardegna DOC,Italien,Sardinien,Deaddis,,14.5,75.0,1,2019,2022,2029,18.5,0.25
rot,Canti Merlot Terre Siciliane IGT,Italien,Sizilien,Merlot,,13.0,25.0,1,2020,2023,2024,2.95,0.12
rot,Canti Merlot Terre Siciliane IGT,Italien,Sizilien,Canti Wines,Merlot,12.0,75.0,1,2020,2022,2025,4.25,0.06
rot,Cannonau di Sardegna Riserva DOC Le Ghiaie,Italien,Sardinien,Meloni vini,Merlot,13.0,75.0,1,2015,2022,2030,22.5,0.3
rot,Cannonau di Sardegna DOC Tartaruga Meloni,Italien,Sardinien,Meloni vini,,13.0,75.0,1,2020,2022,2023,15.5,0.21
rot,Cannonau di Sardegna DOC  Sella & Mosca,Italien,Sardinien,,,12.5,75.0,1,2020,,,12.0,0.16
rot,Cannonau di Sardegna DOC Il Biologico Meloni,Italien,Sardinien,Meloni vini,,14.0,75.0,1,2019,2022,2024,15.5,0.21
rot,Cannonau di Sardegna DOC Costera Argiolas,Italien,Sardinien,Argiolas,Grenache,14.0,75.0,1,2020,2023,2024,15.5,0.21
rot,Cannonau di Sardegna DOC Campos Valzos,Italien,Sardinien,Terre di Verona Agricola,Grenache,13.5,75.0,1,2019,2022,2025,12.5,0.17
rot,Campo de Borja DO Aragonia Selección Especial,Spanien,,Bodegas Aragonesas,Grenache,14.5,75.0,1,2018,2022,2024,13.95,0.19
rot,Campania IGT Sirica Feudi di San Gregorio,Italien,Kampanien,Feudi di San Gregorio,,13.5,75.0,1,2015,2022,2023,24.0,0.32
rot,Calchaqui Malbec Auténtico Colomé,Argentinien,Malbec,James Suckling: 92,,14.5,75.0,1,2020,2022,2025,28.0,0.37
rot,Calabria IGT Annibale Le Moire Jg 75CL,Italien,Kalabrien,Sangiovese,,13.5,75.0,1,2017,2017,2022,15.0,0.2
rot,"Cairanne AOP Vieilles Vignes , Brusset 6x  75cl",Frankreich,Côtes du Rhône,Domaine Brusset,Grenache,15.0,75.0,6,2021,2023,2028,89.7,0.2
rot,Cahors AOC Château de Mercuès,Frankreich,Südwesten,Château de Mercuès,Malbec,14.5,75.0,1,2018,2022,2023,16.5,0.22
rot,Cadillac Côtes de Bordeaux AOC Château de Ricaud,Frankreich,,,Cabernet Franc,14.5,75.0,1,2017,2023,2026,11.95,0.16
rot,Cabernet-Syrah Vin de Pays d'Oc,Frankreich,Languedoc-Roussillon,,"Cabernet Sauvignon, 
                                Syrah",13.0,100.0,1,,2022,2025,4.5,0.04
rot,Cabernet Sauvignon Woodbridge Robert Mondavi,USA,,Cabernet Sauvignon,,13.5,75.0,1,2018,2022,2025,9.95,0.13
rot,Cabernet Sauvignon Valley Oaks California Fetzer,USA,,Fetzer,Cabernet Sauvignon,13.5,75.0,1,2019,2023,2024,14.95,0.2
rot,Cabernet Sauvignon Roche Mazet Pays d'Oc IGP,Frankreich,Languedoc-Roussillon,-,Cabernet Sauvignon,12.5,75.0,1,2021,2023,2029,7.5,0.1
rot,Cabernet Sauvignon One Seven One Coonawarra Brand's Laira,Australien,,,Cabernet Sauvignon,13.5,75.0,1,2013,2022,2028,59.0,0.79
rot,Cabernet Sauvignon Napa Valley Buccella,USA,,Buccella,Cabernet Sauvignon,14.5,75.0,1,2013,2022,2025,179.0,2.39
rot,Cabernet Sauvignon Napa Valley Black Stallion,USA,,Black Stallion,Cabernet Sauvignon,14.5,75.0,1,2019,2020,2021,20.05,0.27
rot,Cabernet Sauvignon Mendoza La Mascota,Argentinien,Mendoza,Mascota Vineyards,Cabernet Sauvignon,14.0,75.0,1,2021,2024,2027,17.95,0.24
rot,Cabernet Sauvignon Limited Release Napa Valley Black Stallion,USA,,Black Stallion,Cabernet Sauvignon,15.0,75.0,1,2017,2022,2024,79.95,1.07
rot,Cabernet Sauvignon Limited Edition Bourbon Barrel Aged Double Black 1924 Wines,USA,,,Cabernet Sauvignon,15.0,75.0,1,2020,2021,2027,17.95,0.24
rot,Cabernet Sauvignon Coonawarra The Siding Wynns Estate,Australien,,,Cabernet Sauvignon,13.0,75.0,1,2019,2022,2025,14.95,0.2
rot,Cabernet Sauvignon Coonawarra The Siding Wynns Estate,Australien,,,Cabernet Sauvignon,13.0,75.0,1,2020,,,14.95,0.2
rot,Cabernet Sauvignon Chile Los Vascos Domaines Lafite Rothschild,Chile,,Los Vascos,Cabernet Sauvignon,14.0,75.0,1,2019,2022,2023,12.5,0.17
rot,Cabernet Sauvignon Chile Gran Reserva Cromas Los Vascos,Chile,,Los Vascos,Cabernet Sauvignon,14.0,75.0,1,2018,2022,2023,17.5,0.23
rot,Cabernet Sauvignon California Round Hill,USA,,,Cabernet Sauvignon,13.0,75.0,1,2019,2022,2024,9.95,0.13
rot,Cabernet Sauvignon California Robert Mondavi Private Selection aged in Bourbon Barrels,USA,Robert Mondavi Winery,Cabernet Sauvignon,,14.5,75.0,1,2019,,,17.95,0.24
rot,Cabernet Sauvignon California Robert Mondavi Private Selection,USA,,Robert Mondavi Winery,Cabernet Sauvignon,13.5,75.0,1,2019,2022,2026,17.95,0.24
rot,Cabernet Sauvignon California Foxhollow,USA,,,Cabernet Sauvignon,13.0,75.0,1,2019,2022,2023,7.95,0.11
rot,Cabernet Sauvignon California Founders' Estate Beringer,USA,,Beringer,Cabernet Sauvignon,13.5,75.0,1,2020,2023,2024,10.65,0.14
rot,Cabernet Sauvignon California Beringer,USA,,Beringer,Cabernet Sauvignon,13.0,75.0,1,2020,2023,2027,9.5,0.13
rot,Cabernet Sauvignon Beringer Knights Valley,USA,,Beringer,,14.0,75.0,1,2018,2023,2027,29.95,0.4
rot,Cabernet Sauvignon/Shiraz Australia Kangaroo Ridge,Australien,,,Cabernet Sauvignon,13.0,75.0,1,2020,2022,2025,8.95,0.12
rot,Cabernet Sauvignon/Shiraz Australia Kangaroo Ridge,Australien,,,Cabernet Sauvignon,13.0,75.0,1,2019,2020,2021,8.95,0.12
rot,Burgund - Côte de Beaune AOC Pinot Noir Pommard Vignots Domaine Xavier Monnot,Frankreich,,Domaine Xavier Monnot,Pinot Noir,13.0,75.0,1,2009,2022,2027,39.0,0.52
rot,Burgenland Cuvée Reserve Edition Peter Keller Weingut Strehn,Österreich,Burgenland,,"Cabernet Sauvignon, 
                                Blaufränkisch, 
                                Merlot",13.0,75.0,1,2018,2022,2024,29.95,0.4
rot,Château du Glana Saint-Julien AC 6x  75cl,Frankreich,,Château du Glana,Cabernet Sauvignon,13.0,75.0,6,2021,2024,2045,137.7,0.31
rot,Château du Glana Saint-Julien AC,Frankreich,,Château du Glana,Cabernet Sauvignon,14.0,75.0,1,2018,2022,2028,34.95,0.47
rot,Château du Glana Saint-Julien AC,Frankreich,,Château du Glana,Cabernet Sauvignon,14.0,75.0,1,2017,2023,2028,34.95,0.47
rot,Château du Glana Saint-Julien AC,Frankreich,,Château du Glana,Cabernet Sauvignon,13.0,75.0,1,2016,2022,2028,34.95,0.47
rot,Château Ducru-Beaucaillou 2ème Cru Classé Saint Julien AOC,Frankreich,,Château Branaire-Ducru,Cabernet Franc,14.0,75.0,1,2015,2028,2043,175.0,2.33
rot,Château Deyrem Valentin Margaux AOC,Frankreich,,Château Deyrem,Cabernet Franc,14.0,75.0,1,2017,2022,2032,32.5,0.43
rot,Château Deyrem Valentin Margaux AC 6x  75cl,Frankreich,,Château Deyrem,Cabernet Franc,13.0,75.0,6,2021,2025,2031,129.0,0.29
rot,Château Deyrem Valentin Margaux AC,Frankreich,,Château Deyrem,Cabernet Franc,14.0,75.0,1,2018,2023,2033,34.95,0.47
rot,Château de Pressac Saint-Emilion Grand Cru Classé AOC,Frankreich,,Château de Pressac,Cabernet Franc,14.5,75.0,1,2017,2022,2036,37.95,0.51
rot,Château de Pressac Saint-Emilion AC Grand Cru Classé 6x  75cl,Frankreich,,Château de Pressac,Cabernet Franc,13.5,75.0,6,2021,2028,2037,179.7,0.4
rot,Château de Pressac Saint-Emilion AC Grand Cru Classé,Frankreich,,Château de Pressac,Cabernet Franc,14.0,75.0,1,2016,2022,2036,34.95,0.47
rot,Château de Pressac Saint-Emilion AC Grand Cru Classé,Frankreich,,Château de Pressac,Cabernet Franc,14.5,75.0,1,2018,2026,2033,39.95,0.53
rot,Château de Laussac Castillon Côtes de Bordeaux AOC,Frankreich,,Château de Laussac,Cabernet Franc,14.5,75.0,1,2018,2022,2025,22.5,0.3
rot,Château de Laussac Castillon Côtes de Bordeaux AOC,Frankreich,,Château de Laussac,Cabernet Franc,14.5,75.0,1,2019,2020,2021,22.5,0.3
rot,Château de Dracy Bourgogne AOC,Frankreich,Burgund,Maison Albert Bichot,Pinot Noir,12.5,75.0,1,2020,2023,2024,9.95,0.13
rot,Château de Carolle Graves AC,Frankreich,,Château de Carolle,Cabernet Sauvignon,14.5,75.0,1,2018,2022,2026,16.5,0.22
rot,Château de Cardaillan Graves AOC,Frankreich,,Château de Cardaillan,Cabernet Sauvignon,0.0,75.0,1,2016,2022,2025,13.95,0.19
rot,Château de Camensac 5ème Grand Cru Classé Haut-Médoc AOC,Frankreich,,,"Cabernet Sauvignon, 
                                Merlot",13.5,75.0,1,2016,2022,2036,41.95,0.56
rot,Château d'Escurac Médoc AOC,Frankreich,,Château d'Escurac,Cabernet Franc,14.5,75.0,1,2017,2023,2039,22.5,0.3
rot,Château d'Escurac Médoc AC,Frankreich,,Château d'Escurac,Cabernet Sauvignon,14.0,75.0,1,2018,2023,2033,22.5,0.3
rot,Château d'Auvernier Pinot Noir Neuchâtel AOC,Schweiz,Drei-Seen-Region,Château d'Auvernier,Pinot Noir,13.0,75.0,1,2020,2023,2025,18.5,0.25
rot,Château d'Armailhac Pauillac AC 5ème Cru Classé 6x  75cl,Frankreich,,Château d'Armailhac,Cabernet Franc,13.0,75.0,6,2021,2025,2031,267.0,0.59
rot,Château d'Armailhac Pauillac AC 5ème Cru Classé,Frankreich,,,,14.0,75.0,1,2016,2023,2036,62.5,0.83
rot,Château d'Aiguilhe Castillon Côtes de Bordeaux AOC,Frankreich,,Château d'Aiguilhe,Cabernet Franc,14.5,75.0,1,2018,2023,2036,28.5,0.38
rot,Château Cos d'Estournel Saint-Estèphe AC 2ème Cru Classé 6x  75cl,Frankreich,,Cos d'Estournel,Cabernet Franc,13.0,75.0,6,2021,2027,2040,1137.0,2.53
rot,Château Cos d'Estournel Saint-Estèphe AC 2ème Cru Classé,Frankreich,,Cos d'Estournel,Cabernet Franc,14.0,75.0,1,2015,2022,2037,173.0,2.31
rot,Château Cos d'Estournel Saint-Estèphe AC 2ème Cru Classé,Frankreich,,Cos d'Estournel,Cabernet Franc,14.0,75.0,1,2017,2022,2038,142.0,1.89
rot,Château Clos Fourtet Saint-Emilion AC 1er Grand Cru Classé B 6x  75cl,Frankreich,,Château Clos Fourtet,Cabernet Franc,13.5,75.0,6,2021,2029,2040,621.0,1.38
rot,Château Clos Fourtet Saint-Emilion AC 1er Grand Cru Classé B,Frankreich,,Château Clos Fourtet,Cabernet Franc,14.0,75.0,1,2016,2024,2040,135.0,1.8
rot,Château Clos Fourtet Saint-Emilion AC 1er Grand Cru Classé B,Frankreich,,Château Clos Fourtet,Cabernet Franc,14.5,75.0,1,2017,2025,2045,109.0,1.45
rot,Château Clément Pichon Haut-Médoc AC,Frankreich,,Château Clément-Pichon,Cabernet Sauvignon,14.5,75.0,1,2017,2022,2038,27.5,0.37
rot,Château Clément Pichon Haut-Médoc AC,Frankreich,,Château Clément-Pichon,Cabernet Sauvignon,13.0,75.0,1,2016,2022,2033,24.95,0.33
rot,Château Cheval Blanc Saint-Emilion AC 1er Grand Cru Classé A,Frankreich,,,"Cabernet Franc, 
                                Merlot",14.0,75.0,1,2014,2022,2028,549.0,7.32
rot,Château Chasse-Spleen Moulis en Médoc AOC,Frankreich,,,Cabernet Sauvignon,13.5,75.0,1,2018,,,47.5,0.63
rot,Château Chasse-Spleen Moulis en Médoc AOC,Frankreich,,,Cabernet Sauvignon,13.5,75.0,1,2019,,,44.95,0.6
rot,Château Caroline Moulis-en-Médoc AC 6x  75cl,Frankreich,,Château Caroline,Cabernet Franc,13.0,75.0,6,2021,2024,2028,83.7,0.19
rot,Château Caroline Moulis-en-Médoc AC,Frankreich,,Château Caroline,Cabernet Sauvignon,14.0,75.0,1,2018,2022,2028,17.95,0.24
rot,Château Caroline Moulis-en-Médoc AC,Frankreich,,Château Caroline,Cabernet Sauvignon,14.0,75.0,1,2017,2022,2028,17.5,0.23
rot,Château Cap de Faugères Castillon Côtes de Bordeaux AOC,Frankreich,,Château Faugères,Cabernet Sauvignon,14.0,75.0,1,2015,2022,2035,17.5,0.23
rot,Château Canon Saint-Emilion AC 1er Grand Cru Classé B 6x  75cl,Frankreich,,Château Canon,Cabernet Franc,13.5,75.0,6,2021,2030,2040,708.0,1.57
rot,Château Canon La Gaffelière Saint-Emilion AC 1er Grand Cru Classé B 6x  75cl,Frankreich,,Château Canon La Gaffelière,Cabernet Franc,13.5,75.0,6,2021,2029,2038,429.0,0.95
rot,Château Canon La Gaffelière 1er Grand Cru Classé B St-Emilion AOC,Frankreich,,Château Canon La Gaffelière,Cabernet Franc,14.5,75.0,1,2018,2027,2038,99.0,1.32
rot,Château Canon La Gaffelière 1er Grand Cru Classé B St-Emilion AOC,Frankreich,,Château Canon La Gaffelière,Cabernet Franc,14.5,75.0,1,2016,2025,2045,92.5,1.23
rot,Château Canon La Gaffelière 1er Grand Cru Classé B St-Emilion AOC,Frankreich,,Château Canon La Gaffelière,Cabernet Franc,14.0,75.0,1,2015,2025,2045,102.5,1.37
rot,Château Campillot Médoc AOC,Frankreich,,,"Cabernet Franc, 
                                Cabernet Sauvignon, 
                                Merlot",14.0,75.0,1,2016,2022,2030,14.95,0.2
rot,Château Cambon La Pelouse Haut-Médoc AOC,Frankreich,,Château Cambon la Pelouse,Cabernet Franc,13.5,75.0,1,2016,2022,2031,19.95,0.27
rot,Château Calon-Ségur Saint-Estèphe AC 3ème Cru Classé 6x  75cl,Frankreich,,Château Calon-Ségur,Cabernet Franc,13.0,75.0,6,2021,2025,2038,654.0,1.45
rot,Château Calon-Ségur Saint-Estèphe AC 3ème Cru Classé,Frankreich,,Château Calon-Ségur,Cabernet Franc,14.0,75.0,1,2018,2023,2038,145.0,1.93
rot,Château Brondelle Graves AC 6x  75cl,Frankreich,,Château Brondelle,Cabernet Sauvignon,13.5,75.0,6,2021,2024,2026,77.7,0.17
rot,Château Brondelle Graves AC,Frankreich,,Château Brondelle,Cabernet Sauvignon,14.5,75.0,1,2018,2022,2027,17.5,0.23
rot,Château Brondelle Graves AC,Frankreich,,Château Brondelle,Cabernet Sauvignon,13.5,75.0,1,2016,2022,2027,17.5,0.23
rot,Château Brondelle Graves AC,Frankreich,,Château Brondelle,Cabernet Sauvignon,14.5,75.0,1,2017,2023,2028,17.5,0.23
rot,Château Brane Cantenac 2ème Cru Classé Margaux AOC,Frankreich,,Château Brane-Cantenac,Cabernet Sauvignon,13.5,75.0,1,2016,2023,2045,92.5,1.23
rot,Château Branaire-Ducru 4ème Cru Classé Saint-Julien AOC,Frankreich,,Château Branaire-Ducru,Cabernet Sauvignon,14.0,75.0,1,2014,2022,2027,56.95,0.76
rot,Château Belgrave Haut-Médoc AOC Grand Cru Classé,Frankreich,,Château Belgrave,Cabernet Franc,12.5,37.5,1,2020,2024,2026,19.95,0.53
rot,Château Belgrave Haut-Médoc AOC Grand Cru Classé,Frankreich,,Château Belgrave,Cabernet Franc,12.5,37.5,1,2018,2022,2024,19.95,0.53
rot,Château Belgrave Haut-Médoc AOC Cru Classé,Frankreich,,Château Belgrave,,13.0,75.0,1,2015,2022,2035,34.95,0.47
rot,Château Belgrave Haut-Médoc AOC 5ème Cru Classé,Frankreich,,Château Belgrave,Cabernet Franc,14.0,75.0,1,2017,2023,2037,39.95,0.53
rot,Château Belgrave Haut-Médoc AC 5ème Cru Classé 6x  75cl,Frankreich,,Château Belgrave,Cabernet Franc,13.0,75.0,6,2021,2025,2032,147.0,0.33
rot,Château Belgrave Haut-Médoc AC 5ème Cru Classé,Frankreich,,Château Belgrave,Cabernet Franc,14.0,75.0,1,2018,2023,2032,39.95,0.53
rot,Château Lafite Rothschild Pauillac AC 1er Cru Classé 6x  75cl,Frankreich,,Lafite-Rothschild,Cabernet Franc,13.0,75.0,6,2021,2030,2045,3792.0,8.43
rot,Château Lafite Rothschild 1er Cru Classé Pauillac AOC,Frankreich,,Lafite-Rothschild,Cabernet Franc,13.0,75.0,1,2010,2022,2050,895.0,11.93
rot,Château Lafite Rothschild 1er Cru Classé Pauillac AOC,Frankreich,,Lafite-Rothschild,Cabernet Franc,13.0,75.0,1,2015,2025,2050,749.0,9.99
rot,Château La Dauphine 2010 Fronsac AC,Frankreich,,Château de La Dauphine,Cabernet Franc,14.0,75.0,1,2016,2022,2031,24.95,0.33
rot,Château La Cardonne AOC Cru Bourgeois Médoc,Frankreich,,Château La Cardonne,Cabernet Franc,13.0,75.0,1,2012,2023,2026,13.65,0.18
rot,Château La Cardonne AOC Cru Bourgeois Médoc,Frankreich,,Château La Cardonne,Cabernet Franc,13.0,75.0,1,2011,2022,2025,13.65,0.18
rot,Château Labégorce Margaux AOC 6x  75cl,Frankreich,,Château Labégorce,Cabernet Franc,13.0,75.0,6,2021,2026,2033,167.7,0.37
rot,Château Labégorce Margaux AOC,Frankreich,,Château Labégorce,Cabernet Franc,14.0,75.0,1,2019,2025,2037,39.95,0.53
rot,Château l'Eglise d'Armens Saint-Emilion Grand Cru AOC,Frankreich,,,"Cabernet Franc, 
                                Cabernet Sauvignon, 
                                Merlot",13.5,75.0,1,2017,2022,2025,19.95,0.27
rot,Château Haut Condissas Haut-Médoc,Frankreich,,,"Cabernet Sauvignon, 
                                Merlot",14.0,75.0,1,2010,2022,2030,48.0,0.64
rot,Château Haut-Brion Pessac-Léognan AOC 1er Cru Classé,Frankreich,,Château Haut-Brion,Cabernet Franc,14.0,75.0,1,2009,2022,2045,935.0,12.47
rot,Château Haut-Brion Pessac-Léognan AOC 1er Cru Classé,Frankreich,,Château Haut-Brion,Cabernet Franc,13.0,75.0,1,2015,2025,2040,675.0,9.0
rot,Château Haut-Brion Pessac-Léognan AOC 1er Cru Classé,Frankreich,,Château Haut-Brion,Cabernet Franc,14.0,75.0,1,2010,2022,2045,909.0,12.12
rot,Château Haut-Brion Pessac-Léognan AOC 1er Cru Classé,Frankreich,,Château Haut-Brion,Cabernet Franc,14.0,75.0,1,2017,2025,2045,499.0,6.65
rot,Château Haut-Brion Pessac-Léognan AC 1er Cru Classé 6x  75cl,Frankreich,,Château Haut-Brion,Cabernet Franc,13.5,75.0,6,2021,2030,2045,3300.0,7.33
rot,Château Haut-Bergey Pessac-Léognan AC 6x  75cl,Frankreich,,Château Haut-Bergey,Cabernet Franc,13.5,75.0,6,2021,2024,2035,119.7,0.27
rot,Château Haut-Bergey Pessac-Léognan AC,Frankreich,,Château Haut-Bergey,Cabernet Franc,14.5,75.0,1,2020,2024,2039,21.5,0.29
rot,Château Haut-Bergey Pessac-Léognan AC,Frankreich,,Château Haut-Bergey,Cabernet Sauvignon,14.5,75.0,1,2019,2023,2034,27.5,0.37
rot,Château Haut-Bailly Pessac-Léognan AC Cru Classé 6x  75cl,Frankreich,,Château Haut-Bailly,Cabernet Franc,13.5,75.0,6,2021,2030,2041,759.0,1.69
rot,Château Haut-Bages Libéral Pauillac AOC 5ème Cru Classé,Frankreich,,Château Haut-Bages-Libéral,Cabernet Sauvignon,13.5,75.0,1,2020,2022,2027,39.95,0.53
rot,Château Haut-Bages Libéral Pauillac AOC 5ème Cru Classé,Frankreich,,Château Haut-Bages-Libéral,Cabernet Franc,13.5,75.0,1,2016,2022,2036,62.5,0.83
rot,Château Haura Graves AC,Frankreich,,Château Haura,Cabernet Sauvignon,14.5,75.0,1,2017,2022,2025,18.95,0.25
rot,Château Guibot Cuvée la Fourvieille Puisseguin Saint-Emilion AC 6x  75cl,Frankreich,,Château Guibot Puisseguin,Cabernet Franc,13.5,75.0,6,2021,2025,2031,101.7,0.23
rot,Château Guibot Cuvée la Fourvieille Puisseguin Saint-Emilion AC,Frankreich,,Château Guibot Puisseguin,Cabernet Franc,14.5,75.0,1,2018,2023,2028,24.95,0.33
rot,Château Gruaud-Larose Saint-Julien AC 2ème Cru Classé 6x  75cl,Frankreich,,Château Gruaud-Larose,Cabernet Franc,13.0,75.0,6,2021,2030,2040,495.0,1.1
rot,Château Grand-Puy-Lacoste Pauillac AC 5ème Cru Classé Magnum,Frankreich,,Château Grand-Puy-Lacoste,Cabernet Franc,13.0,150.0,1,2021,2030,2045,137.5,0.92
rot,Château Grand-Puy-Lacoste Pauillac AC 5ème Cru Classé 6x  75cl,Frankreich,,Château Grand-Puy-Lacoste,Cabernet Franc,13.0,75.0,6,2021,2026,2038,401.7,0.89
rot,Château Grand-Puy-Lacoste Pauillac AC 5ème Cru Classé,Frankreich,,Château Grand-Puy-Lacoste,Cabernet Franc,14.0,75.0,1,2019,2025,2038,82.95,1.11
rot,Château Grand-Puy-Lacoste Pauillac AC 5ème Cru Classé,Frankreich,,Château Grand-Puy-Lacoste,Cabernet Franc,14.0,75.0,1,2018,2024,2038,82.5,1.1
rot,Château Grand-Puy-Lacoste Pauillac AC 5ème Cru Classé,Frankreich,,Château Grand-Puy-Lacoste,Cabernet Franc,14.0,75.0,1,2017,2022,2038,79.95,1.07
rot,Château Grand-Puy Ducasse Pauillac AC 5ème Cru Classé 6x  75cl,Frankreich,,Château Grand-Puy-Ducasse,Cabernet Franc,13.0,75.0,6,2021,2025,2031,197.7,0.44
rot,Château Grand Ormeau Lalande de Pomerol AOC,Frankreich,,Château Grand Ormeau,Cabernet Sauvignon,13.5,75.0,1,2019,2022,2025,19.75,0.26
rot,Château Grand-Maison Côtes de Bourg AC,Frankreich,,Château Grand-Maison,Cabernet Franc,14.5,75.0,1,2018,2022,2028,18.95,0.25
rot,Château Grand-Maison Côtes de Bourg AC,Frankreich,,Château Grand-Maison,Cabernet Franc,13.0,75.0,1,2016,2022,2025,18.95,0.25
rot,Château Grand-Maison Côtes de Bourg AC,Frankreich,,Château Grand-Maison,Cabernet Franc,13.0,75.0,1,2015,2022,2025,17.5,0.23
rot,Château Grand-Maison Côtes de Bourg AC,Frankreich,,Château Grand-Maison,Cabernet Franc,14.5,75.0,1,2017,2022,2027,18.5,0.25
rot,Château Gloria Saint-Julien AOC,Frankreich,,Château Gloria,Cabernet Franc,13.5,75.0,1,2016,2021,2036,59.95,0.8
rot,Château Giscours Margaux AOC 3ème Cru Classé,Frankreich,,Château Giscours,Cabernet Franc,13.5,75.0,1,2016,2026,2046,81.5,1.09
rot,Château Giscours Margaux AC 3ème Cru Classé 6x  75cl,Frankreich,,Château Giscours,Cabernet Franc,13.5,75.0,6,2021,2030,2036,327.0,0.73
rot,Château Gazin Pomerol AC 6x  75cl,Frankreich,,Château Gazin,Cabernet Franc,13.5,75.0,6,2021,2024,2036,431.7,0.96
rot,Château Gazin Pomerol AC,Frankreich,,Château Gazin,Cabernet Franc,14.0,75.0,1,2017,2028,2045,87.5,1.17
